FacilityName,URL,Address,Phone,LastInspectionDate
ALCAREZ CATERING,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0030627,2958 STURGIS RD OXNARD  CA 93030,805-798-4944,05/31/2018
ALCAZAR PRODUCE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0022460,205 S MCKINLEY AVE OXNARD  CA 93030,805-444-5166,10/30/2018
ALDI,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036345,635 S VENTURA RD OXNARD  CA 93033,951-530-5750,03/11/2019
ALDI,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036833,1710 E GONZALES RD OXNARD  CA 93036,805-278-9504,05/03/2018
ALEX ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0031236,921 RICHMOND AVE OXNARD  CA 93030,805-844-8207,06/29/2018
ALEX ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035247,4431 TERRACE AVE OXNARD  CA 93033,805-914-9985,06/29/2018
ALEXANDER'S ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033300,1664 S OXNARD BLVD OXNARD  CA 93030,805-486-2207,07/30/2018
ALL SHOOK UP,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036407,2200 OUTLET CENTER DR OXNARD  CA 93036,805-206-0530,11/14/2018
ALMA INC.  ALIANZA DE LIDERES MEXICANOS Y AMERICANOS,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0059067,N/A,N/A,Inspection Not Done
ALMA INC.  ALIANZA DE LIDERES MEXICANOS Y AMERICANOS,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0059068,N/A,N/A,Inspection Not Done
AMAR RANCH FOOD WAREHOUSE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0004983,1111 CHANNEL ISLANDS BLVD OXNARD  CA 93033,805-486-0151,01/14/2019
AMAR RANCH FOOD WAREHOUSE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0005352,1111 CHANNEL ISLANDS BLVD OXNARD  CA 93033,805-486-0151,01/14/2019
AMAR RANCH FOOD WAREHOUSE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0002690,1111 CHANNEL ISLANDS BLVD OXNARD  CA 93033,805-486-0151,01/14/2019
AMAR RANCH FOOD WAREHOUSE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0005245,1111 CHANNEL ISLANDS BLVD OXNARD  CA 93033,805-486-0151,12/18/2018
AMAZING PEACE DESSERTS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0037015,3850 S HARBOR BLVD OXNARD  CA 93035,619-764-3154,01/07/2019
AMECI PIZZA & PASTA,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0021893,1941 N ROSE AVE OXNARD  CA 93036,805-981-1400,07/19/2018
AMECI PIZZA & PASTA,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0002842,1929 S PATTERSON RD OXNARD  CA 93030,805-382-8888,12/03/2018
AMERICAN FOOD COMPANY,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0009723,921 RICHMOND AVE OXNARD  CA 93030,805-486-8010,03/28/2019
AMERICAN PIZZA,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0000478,100 W CHANNEL ISLANDS BLVD OXNARD  CA 93033,805-240-2406,10/22/2018
AMIGO'S FAMILY RESTAURANT,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0062127,2831 E VINEYARD AVE OXNARD  CA 93036,805-278-0099,08/01/2018
AMIGO'S FAMILY RESTAURANT,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0054466,2831 E VINEYARD AVE OXNARD  CA 93036,805-278-0099,08/01/2018
ANABA,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0061480,1171 S VICTORIA AVE OXNARD  CA 93035,805-382-1230,12/19/2018
ANABA,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0032308,1171 S VICTORIA AVE OXNARD  CA 93035,805-382-1230,12/19/2018
ANGEL'S ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0032839,1664 S OXNARD BLVD OXNARD  CA 93030,805-982-0166,03/29/2019
ANGEL'S ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0030647,1664 S OXNARD BLVD OXNARD  CA 93030,805-487-5412,04/27/2018
ANI'S ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0019364,1664 S OXNARD BLVD OXNARD  CA 93030,805-247-1891,09/24/2018
ANN'S BAKERY,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0050647,N/A,N/A,Inspection Not Done
ANN'S BAKERY,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0054176,N/A,N/A,Inspection Not Done
ANN'S GARDEN,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0002605,1090 S RICE AVE OXNARD  CA 93033,805-982-8872,03/08/2019
ANNEX  THE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0037435,550 COLLECTION BLVD OXNARD  CA 93036,805-278-9500,10/25/2018
ANTOJITOS MEXICANOS D.F.,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0025432,320 DE ANZA WY OXNARD  CA 93033,805-890-0670,10/14/2018
ANTOJITOS OAXAQUENOS MARY,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035936,2958 STURGIS RD OXNARD  CA 93030,805-236-0106,04/01/2019
ARCO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0029279,1501 W GONZALES RD OXNARD  CA 93036,661-250-9300,03/27/2019
ARCO AM/PM,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0054444,2850 S ROSE AVE OXNARD  CA 93033,805-385-4301,02/11/2019
ARCO AM/PM,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0040845,2850 S ROSE AVE OXNARD  CA 93033,805-385-4301,02/11/2019
ARCO AM/PM #05468,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0034493,500 S VICTORIA AVE OXNARD  CA 93030,805-382-0551,04/05/2019
ARCO AM/PM #05468,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0034492,500 S VICTORIA AVE OXNARD  CA 93030,805-382-0551,04/04/2019
ARCO IRIS #1,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0001360,610 S OXNARD BLVD OXNARD  CA 93030,805-486-6361,04/04/2019
ARMONIA SALUD Y PESO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033404,331 S C ST OXNARD  CA 93030,805-216-6980,04/05/2019
ART HAYCOX SCHOOL,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0002191,5400 PERKINS RD OXNARD  CA 93030,,02/11/2019
ASADERO MEXICALI,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0034485,2557 CORTEZ ST OXNARD  CA 93036,805-616-4370,02/04/2019
ASAHI MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0002175,660 S OXNARD BLVD OXNARD  CA 93030,805-483-4715,03/26/2019
ASAHI MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0058849,660 S OXNARD BLVD OXNARD  CA 93030,805-483-4715,03/26/2019
ATLAS FOOD,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0004183,921 RICHMOND AVE OXNARD  CA 93030,805-647-2413,04/13/2018
AUTO FUELS INC.,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0059601,2460 AUTO CENTER DR OXNARD  CA 93036,805-444-4475,03/08/2019
AUTO FUELS INC.,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0058300,2460 AUTO CENTER DR OXNARD  CA 93036,805-444-4475,03/08/2019
AUTO FUELS INC.,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0049953,2460 AUTO CENTER DR OXNARD  CA 93036,805-444-4475,03/08/2019
AZUL,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0064095,1450 S OXNARD BLVD OXNARD  CA 93030,805-233-4727,09/27/2018
AZUL,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0064094,1450 S OXNARD BLVD OXNARD  CA 93030,805-233-4727,10/04/2018
BABY'S BADASS BURGERS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036869,2557 CORTEZ ST OXNARD  CA 93036,562-852-9210,03/20/2018
BAHIA RESTAURANT,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0004654,349 S OXNARD BLVD OXNARD  CA 93030,805-487-5166,04/02/2019
BAHIA RESTAURANT,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0000465,349 S OXNARD BLVD OXNARD  CA 93030,805-487-5166,04/02/2019
BANANA ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0021994,1664 S OXNARD BLVD OXNARD  CA 93030,805-247-1891,06/21/2018
BARD LIQUOR,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035590,151 E BARD RD OXNARD  CA 93033,805-271-9467,01/10/2018
BARGAIN STORE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0003208,311 W HUENEME RD OXNARD  CA 93033,805-488-0874,03/26/2019
BARRERA'S RESTAURANT & BAKERY,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0021012,644 S C ST OXNARD  CA 93030,805-486-9416,04/01/2019
BASKIN ROBBINS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0000082,501 S VENTURA RD OXNARD  CA 93030,805-382-2605,01/22/2019
BASKIN ROBBINS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0000056,3520 S SAVIERS RD OXNARD  CA 93030,805-487-7300,02/06/2018
BASKIN ROBBINS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035810,1941 N ROSE AVE OXNARD  CA 93030,818-300-1450,08/27/2018
BAYOU KITCHEN,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036218,1034 LOMBARD ST OXNARD  CA 93030,,10/07/2017
BB'S KITCHEN,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0037257,2557 CORTEZ ST OXNARD  CA 93036,818-300-6901,08/09/2018
BEACHCOMBER TAVERN,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035008,206 OCEAN DR OXNARD  CA 93035,502-553-3146,12/19/2018
BEN & JERRY'S OF THE COLLECTION,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033985,2752 SEAGLASS WY OXNARD  CA 93036,805-988-0700,01/07/2019
BEN'S MARKET,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033791,700 COOPER RD OXNARD  CA 93030,805-486-8037,11/27/2018
BERNICE CURREN SCHOOL,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0000165,1101 N F ST OXNARD  CA 93030,,02/25/2019
BEST CIGARETTES,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0010980,3043 SAVIERS RD OXNARD  CA 93033,805-385-4440,11/16/2017
BEST WESTERN OXNARD INN,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0022792,1156 S OXNARD BLVD OXNARD  CA 93010,805-483-9581,06/12/2018
BETO'S ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0019106,921 RICHMOND AVE OXNARD  CA 93030,805-336-1401,03/28/2019
BG'S COFFEE SHOP,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0002236,428 S A ST OXNARD  CA 93030,805-487-0700,07/25/2018
BIENELSTAR Y ESTILO DE VIDA,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035933,220 COOPER RD OXNARD  CA 93030,805-469-4688,09/06/2018
BIENESTAR TOTAL,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0031230,3620 SAVIERS RD OXNARD  CA 93033,805-607-2030,01/02/2018
BIGSTRAW,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0021388,2657 SAVIERS RD OXNARD  CA 93033,805-483-8060,01/14/2019
BIGSTRAW BOBA,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0028977,2315 N OXNARD BLVD OXNARD  CA 93036,805-512-5863,04/18/2018
BJ'S RESTAURANT & BREW HOUSE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0006203,461 W ESPLANADE DR OXNARD  CA 93036,805-485-1124,03/14/2019
BJ'S RESTAURANT & BREW HOUSE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0006201,461 W ESPLANADE DR OXNARD  CA 93036,805-485-1124,03/14/2019
BLAZE PIZZA,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035868,301 W ESPLANADE DR OXNARD  CA 93036,805-278-4455,03/05/2019
BLENDERS IN THE GRASS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0034709,1740 E GONZALES RD OXNARD  CA 93036,805-278-1150,09/05/2018
BLENDERS IN THE GRASS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0020043,1225 S VICTORIA AVE OXNARD  CA 93035,805-985-0380,01/31/2019
BLOSSOM TEAHOUSE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0037309,814 N VENTURA RD OXNARD  CA 93030,805-553-8402,03/04/2019
BLUE LIGHT FOOD TRUCK  LLC.,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036289,2958 STURGIS RD OXNARD  CA 93030,805-746-5392,09/25/2018
BOBA SMOOTHIES,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0034754,1941 N ROSE AVE OXNARD  CA 93036,805-278-2287,04/30/2018
BOTANICA GUADALUPE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0021868,4000 S ROSE AVE OXNARD  CA 93033,805-483-7353,04/29/2018
BOTANITA'S CATERING,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036133,921 RICHMOND AVE OXNARD  CA 93030,805-336-1000,05/21/2018
BOTTLE & PINT,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036647,550 COLLECTION BLVD OXNARD  CA 93036,805-278-0075,10/16/2018
BOY'S MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0029322,438 COLONIA RD OXNARD  CA 93030,805-486-2054,11/06/2018
BOY'S MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0029323,438 COLONIA RD OXNARD  CA 93030,805-486-2054,11/06/2018
BOYS & GIRLS CLUB,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0004259,1900 W FIFTH ST OXNARD  CA 93035,805-815-4959,04/05/2019
BUDDY BURGERS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0028980,600 S OXNARD BLVD OXNARD  CA 93030,805-486-1196,02/12/2019
